stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type
500055,14623,"Les Bruns",43.5784518611,4.4537954327,0
500056,15086,"Mas D'Eymini",43.5800719173,4.4358991753,0
500057,15087,"Mas D'Eymini",43.5798649167,4.4357941759,0
500058,AEGAGE,"Ecole de Gageron",43.6108852531,4.6058924959,0
500059,AMBEYN,"Beynes",43.6176001065,4.5922273295,0
500060,APTML,"Petit Montlong",43.6282316051,4.6152448295,0
500061,APTML2,"Petit Montlong",43.628188328,4.6151115773,0
500062,ASBDS,"Bar des Sports",43.4143227267,4.7357281153,0
500067,A2GAR,"Entre les 2 gares",43.691494397,4.6336420193,0
500068,A2GAR2,"Entre les 2 gares",43.6915027858,4.6335114598,0
500683,A33,"Croisement RD33-83",43.6687069237,4.7391447453,0
500070,A9COL1,"9 Collines",43.6901130396,4.6490102544,0
500071,AACC,"Aire d'Accueil",43.6636567663,4.6317835608,0
500072,AACC2,"Aire d'Accueil",43.6632808776,4.6318056001,0
500073,AAGEN,"La Genouillade",43.6731693395,4.644792671,0
500074,AAGEN2,"La Genouillade",43.6731349846,4.6447169487,0
500684,AAGON,"Mas d'Agon",43.5816542755,4.5424280466,0
500076,AAMPH,"Amphithéâtre",43.6793207845,4.629890913,0
500685,AANIB,"Mas Anibert",43.6416788078,4.7086827778,0
500078,AANTO,"Antonelle",43.6772456419,4.6245326494,0
500079,AANTO2,"Antonelle",43.6770655136,4.6244929025,0
500080,AARC,"Arcades",43.6631937996,4.6489450594,0
500081,AARC2,"Arcades",43.6631699988,4.6492173735,0
500082,AARML,"Armellière",43.5682517492,4.6682675572,0
500083,AARML2,"Armellière",43.5685015044,4.6679438616,0
500084,AARV,"Avenue des Arches",43.663871101,4.6395810684,0
500085,AARV2,"Avenue des Arches",43.6640045349,4.6396491618,0
500086,AAURI,"Auriol",43.677170687,4.6410023016,0
500087,AAURI2,"Auriol",43.6771606488,4.6410514544,0
500088,AAVER,"Avergues",43.6723916003,4.5914956083,0
500089,AAVER2,"Avergues",43.672355261,4.5916753509,0
500090,ABAL,"Balot",43.6633348635,4.7005492239,0
500091,ABALR,"Balarin",43.6481918681,4.6951365217,0
500092,ABALR2,"Balarin",43.6483187247,4.69509223,0
500093,ABARC,"Barcarin",43.41981086,4.7332335962,0
500094,ABARC2,"Barcarin",43.4199318626,4.733149234,0
500095,ABARR,"Barriol",43.662918861,4.6181427704,0
500096,ABARR2,"Barriol",43.6629615211,4.6181452503,0
500686,ABBAR,"Bac de Barcarin Salin de Giraud",43.415994066,4.7376381148,0
500687,ABBAR2,"Bac de Barcarin Salin de Giraud",43.4158481529,4.737730668,0
500099,ASBDS2,"Bar des Sports",43.4142360294,4.735432343,0
500100,ABEA,"Mas Beaulieu",43.5781834727,4.6606249989,0
500101,ABEA2,"Mas Beaulieu",43.5784178814,4.6605958823,0
500102,ABEAU,"Beauregard",43.5990572103,4.7582887899,0
500688,ABEAU2,"Beauregard",43.59951473,4.7578851768,0
500104,ABEL,"Bellombre",43.6429443493,4.72870681,0
500105,ABEL2,"Bellombre",43.6431371586,4.7287814473,0
500106,ABELL,"Mas Bellan",43.5858336718,4.7336039298,0
500108,10225,"Benoît",43.6796331882,4.6198404439,0
500109,10226,"Benoît",43.679651568,4.6193951392,0
500110,ABENO,"Benoit",43.6796285328,4.6198480013,0
500111,ABENO2,"Benoit",43.6796971245,4.619793443,0
500112,ABIEN,"La Bienheureuse",43.6482469737,4.7038367062,0
500113,ABIEN2,"La Bienheureuse",43.6481840341,4.7038364175,0
500114,ABIGO,"Bigot",43.6695681029,4.629974276,0
500115,ABIGO2,"Bigot",43.6698536533,4.6297596749,0
500690,ABLAI,"Bel Air - Simon Bon",43.6843907542,4.7322093645,0
500117,ABOIS,"Domaine de Boisviel",43.5041662289,4.7530475963,0
500118,ABOY1,"Boysset",43.6815874125,4.6030057793,0
500119,ABRIS,"Brissy",43.6806261401,4.6341165946,0
500120,ABRIS2,"Brissy",43.680263868,4.6342382954,0
500121,ABROS,"Brossolette",43.6812923334,4.6191432998,0
500122,ABROS2,"Brossolette",43.6813194645,4.6191893006,0
500123,ABSP,"Boisviel St Pierre",43.5103967458,4.7491521447,0
500124,ABSP2,"Boisviel St Pierre",43.5102775977,4.7491023364,0
500125,ABSTT2,"Les Bastidettes",43.5772225747,4.7536041399,0
500691,ABSTT3,"Les Bastidettes",43.5785385807,4.7524561793,0
500127,ACAB,"Les Cabanettes",43.6656911286,4.4660466785,0
500128,ACABL,"Cabane de la Lune",43.663057126,4.6874936903,0
500129,ACAIS,"Lou Cassaire",43.5309031153,4.7346134039,0
500692,ACAIS2,"Lou Cassaire",43.5308993414,4.7344796213,0
500131,ACAMG,"Camargue",43.6805645424,4.6208751359,0
500132,ACAMG2,"Camargue",43.6803462499,4.6207262305,0
500135,ACAVA,"Cavalerie",43.6810075275,4.6312906904,0
500136,ACAYS,"Bois de Cays",43.6447775114,4.7000112371,0
500137,ACAYS2,"Bois de Cays",43.6446705975,4.7001716558,0
500138,ACAZV,"Cazeneuve",43.6783292201,4.5928159539,0
500139,ACAZV2,"Cazeneuve",43.6783266409,4.5929397479,0
500140,ACCAU,"CC l' Aurélienne",43.6670583562,4.6355305358,0
500141,ACCAU2,"CC l'Aurélienne",43.6669003966,4.6353468776,0
500142,ACESM,"COLLEGE MISTRAL",43.6839107616,4.6303953007,0
500143,ACESM2,"COLLEGE MISTRAL",43.6828201778,4.631416274,0
500144,ACFA,"CFA",43.6786581999,4.6026307639,0
500145,ACFA2,"CFA",43.6786017321,4.602589803,0
500146,ACH,"Champ de Tir",43.6613900269,4.6602711429,0
500147,ACHAM,"Chamone",43.4336040639,4.7180051528,0
500148,ACHAM2,"Chamone",43.4336341581,4.7177619721,0
500153,ACHT,"Chateaubriand",43.6825361666,4.6381260321,0
500154,ACHT2,"Chateaubriand",43.6825436877,4.638195259,0
500155,ACIG,"Cigalon",43.6788103408,4.5999242278,0
500156,ACIG2,"Cigalon",43.6787292685,4.5999310778,0
500157,ACIL,"Ilon",43.6800758791,4.7501100118,0
500158,10217,"Clemenceau",43.6750254613,4.6254478925,0
500159,10218,"Clemenceau",43.674964489,4.6257799498,0
500160,ACLEM,"Clémenceau",43.6750979654,4.6258464768,0
500161,ACLEM2,"Clémenceau",43.6749922495,4.6258492034,0
500162,ACLVG,"Collège Van Gogh",43.6791868934,4.6364165946,0
500163,ACLVG2,"Collège Van Gogh",43.6790641115,4.6363760232,0
500164,ACMTR,"Château Mitre",43.6539536076,4.6696717089,0
500165,ACMTR2,"Château Mitre",43.6539091189,4.670066973,0
500166,ACNOI,"Chemin Noir",43.6863156685,4.6419611584,0
500167,ACNOI2,"Chemin Noir",43.6863143612,4.6419169606,0
500168,ACOMP,"Mas Compagnon",43.6633454419,4.7396374288,0
500169,ACOMP2,"Mas Compagnon",43.6633690978,4.7397870696,0
500170,ACOP,"Copernic",43.6997643671,4.6339952975,0
500171,ACOP2,"Copernic",43.6995969354,4.634045876,0
500172,ACOTY,"Coty",43.6926799448,4.6372054856,0
500173,ACOTY2,"Coty",43.6926479673,4.6370175273,0
500174,10214,"Croisière",43.6758594231,4.6328839193,0
500175,10215,"Croisière",43.6759875692,4.6327775741,0
500176,ACROI,"Croisière",43.6762062456,4.6329606011,0
500177,ACROI2,"Croisière",43.6763145852,4.6329401836,0
500178,ACRXC,"Croix de Cazeneuve",43.670049518,4.5918567449,0
500179,ACRXC2,"Croix de Cazeneuve",43.6700836519,4.5919448089,0
500182,AD83B,"Corse",43.6556642778,4.7614838622,0
500693,AD83B2,"Corse",43.6556746477,4.7614223755,0
500184,ADOL,"Dolet",43.6708488306,4.6441839011,0
500185,ADOL2,"Dolet",43.6708044132,4.6440001528,0
500186,ADRAG,"Dragées",43.6818599313,4.6157292032,0
500187,ADRAG2,"Dragées",43.681905115,4.615718618,0
500188,ADUNA,"Dunant",43.6827077649,4.6217950136,0
500189,ADUNA2,"Dunant",43.6827042685,4.6217476341,0
500190,AEBO,"F. Eboué",43.6832797302,4.6402136971,0
500191,AEBO2,"F. Eboué",43.6832843831,4.6401534794,0
500694,AECLP,"Ecole Louis Pergaud",43.6468002448,4.722780448,0
500193,AECMO,"Ecole de Moules",43.6560452455,4.7406242823,0
500695,AECMO2,"Ecole de Moules",43.6560400426,4.740605485,0
500195,AECO,"E. Combes",43.6797329887,4.6339892439,0
500196,AECO2,"E. Combes",43.6794621246,4.6339349697,0
500198,AEDS,"Edison",43.685152692,4.6381897922,0
500199,AEDS2,"Edison",43.6851516396,4.6382393149,0
500200,AEG,"Ecole de Gimeaux",43.664666516,4.5753455425,0
500201,AEG1,"Ecole Gimeaux",43.6646842648,4.5754112683,0
500202,AEGIR,"E. Giraud",43.677874741,4.6230060783,0
500203,AEMTH,"Mas Thibert Centre - école",43.5580556497,4.728325596,0
500204,AERIK,"Erikson",43.6841328726,4.6120330381,0
500205,AEYGL,"Eyglument",43.6804365013,4.6155352635,0
500696,AEYGL2,"Eyglument",43.6803805915,4.615521414,0
500207,AFANT,"Fanton",43.6784923969,4.6242566487,0
500208,AFAR,"Faraman",43.4090656125,4.7009769382,0
500209,AFAUV,"Fauvettes",43.66606205,4.6142240901,0
500210,AFAUV2,"Fauvettes",43.6661793034,4.6139934166,0
500211,AFLAM,"Flamants",43.6659015318,4.6175242394,0
500212,AFLAM2,"Flamants",43.6660080804,4.6173752093,0
500213,AFOCH,"Foch",43.6710592588,4.6323810083,0
500214,AFOCH2,"Foch",43.6711504162,4.6323227354,0
500215,AFOR,"La Forêt",43.5194428024,4.74333184,0
500697,AFOR2,"La Forêt",43.5192687732,4.7431723853,0
500217,AFOUR,"Fournier",43.6704917149,4.6301492211,0
500218,AFOUR2,"Fournier",43.6705726399,4.6300433044,0
500219,AGABE,"Gabelle",43.6773019165,4.6162145798,0
500220,AGAG,"Gageron",43.6092376791,4.6098998465,0
500221,AGAG2,"Gageron",43.6092603571,4.6096764578,0
500225,AGALL2,"Galliéni",43.6799192225,4.6122320103,0
500698,AGALL,"Galliéni",43.6799009769,4.6122444468,0
500226,AGAN,"Ganteaume",43.663890405,4.7119380816,0
500227,AGCH,"Mas de Chanoines",43.6183881395,4.7346255625,0
500228,AGDRH,"Grand Rhône",43.7091346782,4.6366871472,0
500229,AGDRH2,"Grand Rhône",43.7091853982,4.6366806708,0
500230,AGIME,"Gimeaux",43.6736341655,4.6071768272,0
500231,AGIME2,"Gimeaux",43.6736446844,4.6065678792,0
500232,AGOND,"Gondran",43.6874448805,4.6175609745,0
500233,AGOND2,"Gondran",43.6873606002,4.6175599274,0
500747,AGOU,"Goudègues",43.6845237382,4.7368137861,0
500234,AGREN,"Grenier",43.6768759016,4.6210689144,0
500699,AGRIL,"Les Grilles",43.6796568658,4.4916449017,0
500700,AGRIL2,"Les Gilles",43.6796791915,4.4915396604,0
500237,AGSNC,"Gare SNCF",43.6842930628,4.631185117,0
500238,AHAR,"Haras d'Anibert",43.6338400615,4.710364236,0
500239,AHAR2,"Haras d'Anibert",43.6339379924,4.7102553361,0
500240,AHER,"Hermite",43.6688161032,4.6448395309,0
500241,AHER2,"Hermite",43.6687085535,4.6448227919,0
500242,AHERI,"Héritier",43.6884138577,4.6421381349,0
500243,AHERI2,"Héritier",43.6885075385,4.6419087966,0
500244,AHERR,"Herriot",43.6827722826,4.6180951051,0
500245,AHERR2,"Herriot",43.6827993327,4.6181449754,0
500246,AHOC,"Hoch",43.6736374845,4.6396462532,0
500247,AHOC2,"Hoch",43.673676109,4.6397856379,0
500701,AHOCA,"Hotel de Camargue Salin",43.4101040724,4.7271678528,0
500702,AHOCA2,"Hotel de Camargue Salin",43.4100749396,4.7272652952,0
500250,AHONG,"Hongrie",43.696167807,4.6335529573,0
500251,AHONG2,"Hongrie",43.6960938453,4.6336483528,0
500252,AHOPI,"Hôpital",43.6577177199,4.6330440795,0
500253,AHOST,"Mas de l'Hoste",43.6062586306,4.6737898752,0
500254,AHUG,"Victor Hugo",43.6749193766,4.6340137478,0
500255,AHUG2,"Victor Hugo",43.6750242555,4.6340504928,0
500256,AICAR,"Mas d'Icard",43.5487960753,4.7298651422,0
500257,AICAR2,"Mas d'Icard",43.5496499958,4.7302841256,0
500258,AISAB,"Ile des Sables",43.6861059112,4.6162915213,0
500703,AJARC,"Jeanne d'Arc",43.6737060052,4.6440834436,0
500704,AJARC2,"Jeanne d'Arc",43.6737473132,4.6441493815,0
500261,AJARR1,"Les Jarres",43.7055338943,4.6404109066,0
500262,AJARR2,"Les Jarres",43.7054395102,4.6402505972,0
500263,AJBOU,"Jean Bouin",43.6951062544,4.6352700682,0
500264,AJBOU2,"Jean Bouin",43.6951733512,4.6350744775,0
500265,AJERE,"Jerez",43.6657159732,4.6337972274,0
500266,AJERE2,"Jerez",43.6658090417,4.633701878,0
500705,AJOF,"Joffre",43.687399933,4.638652231,0
500268,AJOU,"Jou",43.6949276039,4.6404518348,0
500269,AJOU2,"Jou",43.6949907938,4.6402289819,0
500270,AJOUH,"Jouhaux",43.6709772185,4.6350295543,0
500271,AJOUH2,"Jouhaux",43.6711317943,4.6349490642,0
500272,AKOEN,"Koenig",43.6850571245,4.6098240145,0
500273,ALACR,"La Crau",43.6614656076,4.6524948928,0
500274,ALACR2,"La Crau",43.6618637788,4.6515364068,0
500275,ALAEN,"Laennec",43.6909503592,4.6378784939,0
500276,ALAEN2,"Laennec",43.6911339978,4.6377000151,0
500277,ALAGE,"Laget",43.6857183121,4.6203907233,0
500278,ALAGE2,"Laget",43.6857108285,4.6203191735,0
500279,ALAMA,"Lamartine",43.6813468508,4.6327819006,0
500280,ALAMA2,"Lamartine",43.681287617,4.6326068246,0
500749,ALAMA3,"Lamartine",43.6822992981,4.6321271404,0
500281,ALAMO,"Lamour",43.6938327333,4.6397670312,0
500282,ALAMO2,"Lamour",43.693903631,4.6394987933,0
500283,ALANG,"Langlois",43.6703314175,4.621142884,0
500284,ALANG2,"Langlois",43.6703884332,4.6214238973,0
500285,ALAPL,"CC La Plaine de Montmajour",43.706317171,4.6423220849,0
500286,ALARO,"La Roquette",43.6743666222,4.6223691477,0
500287,ALATT,"De Lattre",43.6856559678,4.6369337868,0
500288,ALATT2,"De Lattre",43.6857455508,4.6369497912,0
500289,ALEGA,"Legaresse",43.6509802535,4.6107979222,0
500290,ALEGA2,"Legaresse",43.650970337,4.6106814294,0
500291,ALELA,"Le Lac",43.6564377804,4.6353596615,0
500292,ALELA2,"Le Lac",43.6565440167,4.6354382515,0
500293,ALEMO,"Le Moulin",43.5630564112,4.738604066,0
500294,ALEMO2,"Le Moulin",43.5632050322,4.7385925372,0
500295,ALESS,"Lesseps",43.6685974192,4.6335578755,0
500296,ALESS2,"Lesseps",43.6687395958,4.6336379258,0
500297,ALIBE,"Libération",43.6993183282,4.6424504285,0
500298,ALIBE2,"Libération",43.699429851,4.6422806417,0
500299,ALICE,"Lices",43.6752134416,4.6302693687,0
500300,ALICE2,"Lices",43.6752868846,4.6303574968,0
500301,ALLEN,"Allende",43.6693114807,4.615243407,0
500302,ALLEN2,"Allende",43.6693535535,4.615540845,0
500303,ALSAM,"Le Sambuc",43.5243251019,4.7062288704,0
500304,ALSAM2,"Le Sambuc",43.5245456598,4.7064727887,0
500306,AMAD,"Maternelle Alphonse Daudet",43.6474525977,4.7204664679,0
500307,AMAEV,"Fourchon",43.6527515841,4.6446828187,0
500308,AMAJO,"La Major",43.6776238414,4.6317848993,0
500309,AMAM,"Mas de l'Amérique",43.4418063001,4.7240900536,0
500310,AMAM2,"Mas de l'Amérique",43.4419687827,4.724467,0
500311,AMAN,"Mas de l'Ange",43.6200757953,4.6282402088,0
500312,AMAN2,"Mas de l'Ange",43.6202201578,4.6282699834,0
500313,AMASS,"Massenet",43.6845427645,4.6410771043,0
500314,AMASS2,"Massenet",43.68454091,4.6410057801,0
500316,AMAZ,"Le Mazet",43.565058524,4.7404101431,0
500317,AMAZ2,"Le Mazet",43.565000375,4.7405483574,0
500319,AMBEY2,"Beynes",43.6176544907,4.5922604189,0
500323,AMDEN,"Mas des Dentelles",43.6573937447,4.6118167563,0
500324,AMDEN2,"Mas des Dentelles",43.657398946,4.6115692608,0
500326,AMIC,"Place des Micocouliers",43.6443181189,4.7176368702,0
500327,AMIS,"Mas Misere",43.6518214049,4.7604164914,0
500328,AMBL,"Mas Blanc",43.6625006859,4.6805489846,0
500329,AMMAG,"Moulin de Magnan",43.6622239158,4.6783273979,0
500330,AMME,"Mas Meou",43.6601290338,4.752133741,0
500331,AMMI,"Mas Millet",43.5965076239,4.6478725318,0
500332,AMMI2,"Mas Millet",43.5965430151,4.6480046443,0
500333,AMMJ1,"Montmajour",43.6980527154,4.6413380063,0
500334,AMMJ2,"Montmajour",43.6979879785,4.6414221485,0
500335,AMMOU,"Croisement Route de Fos",43.6258529792,4.7478170429,0
500336,AMMOU2,"Croisement Route de Fos",43.6258192243,4.7478690015,0
500337,MOEGL3,"Moules centre",43.6556183869,4.7405103126,0
500338,AMOF,"Montfort",43.664741331,4.6435296719,0
500339,AMOF2,"Montfort",43.6652232666,4.6442807645,0
500340,AMOIN,"Moines",43.6978554316,4.6390921301,0
500341,AMOIN2,"Moines",43.6977251358,4.6388761707,0
500342,AMOL,"Montlong",43.634650678,4.6067412853,0
500343,AMOL2,"Montlong",43.6347759076,4.6067725732,0
500344,AMONT,"Montcaldette",43.6631297988,4.6135690086,0
500345,AMONT2,"Montcaldette",43.6631773242,4.6134470411,0
500346,AMOR,"Morel",43.6849794356,4.6149121261,0
500347,AMOUL,"Le Moulin",43.6587639757,4.7624083046,0
500348,AMOUL2,"Le Moulin",43.658766194,4.7623093097,0
500349,AMPE,"Mas de Peint",43.5038890296,4.7076050535,0
500350,AMPE2,"Mas de Peint",43.5040945161,4.7077672029,0
500351,AMPED1,"Mas Pédassas",43.6344787462,4.5674478759,0
500352,AMPED2,"Mas Pédassas",43.6344698243,4.5675535307,0
500353,AMPIL2,"Mas Pilier",43.670975586,4.6047234805,0
500354,AMPUI,"Mas du puits",43.674582752,4.6107159843,0
500355,AMPUI2,"Mas du puits",43.6745185111,4.6107776907,0
500708,AMSAL,"Mairie annexe Salin de Giraud",43.4138315208,4.7297653215,0
500709,AMSAL2,"Mairie annexe Salin de Giraud",43.4137403296,4.7298231776,0
500359,AMSMI,"Mas St Michel",43.6539008111,4.6101898233,0
500360,AMSMI2,"Mas St Michel",43.6538971589,4.6100426134,0
500361,AMSP,"Mas de St-Pierre",43.6589508683,4.6174608298,0
500362,AMSPL,"Salle Polyvalente",43.6594534461,4.7407229764,0
500363,AMUSE2,"Musée Antique",43.6720017013,4.6171440689,0
500710,AOLIV,"Mas de l'Olivier",43.6521984599,4.6733446545,0
500753,APALI,"Domaine La Palissade",43.3914267564,4.7809964862,0
500366,APARM,"Parmentier",43.6746206815,4.625454107,0
500367,APASS,"Les Passerons",43.6656671015,4.5891535106,0
500368,APASS2,"Les Passerons",43.6656693909,4.5894756587,0
500369,APECH,"Péchiney",43.4048566489,4.7245937003,0
500370,APED,"Peaudure",43.4703781112,4.7065703761,0
500371,APED2,"Peaudure",43.4713290533,4.7067686952,0
500373,APERI,"Gabriel Péri",43.6732930758,4.6253009584,0
500374,APERI2,"Gabriel Péri",43.6731629735,4.6251811442,0
500375,APGAG1,"Petit Gageron",43.6133297871,4.6026258069,0
500376,APGAG2,"Petit Gageron",43.6134126867,4.6026925212,0
500377,APIMJ,"Piscine Montmajour",43.6970967467,4.6419438529,0
500378,APIMJ2,"Piscine Montmajour",43.6970341449,4.6415578862,0
500379,APIST,"Mas Piston",43.682778437,4.7194383548,0
500380,APL,"Parc de Loisirs",43.702271447,4.6340800407,0
500381,APL2,"Parc de Loisirs",43.702262673,4.6341757484,0
500382,APLAC,"Palais des Congrès",43.6698512616,4.6192337303,0
500383,APLAC2,"Palais des Congrès",43.6697658616,4.6191792135,0
500384,APLAI,"Les Plaines",43.6438995877,4.5681697449,0
500385,APLAI2,"Les Plaines",43.6439007408,4.5682773587,0
500386,APLAT,"Le Plateau",43.6584811825,4.6359443662,0
500387,APLAT2,"Le Plateau",43.6582102356,4.6358413317,0
500388,APLAU,"Porte de Laure",43.677073017,4.6304610647,0
500711,APM,"Pâtis de Moulès",43.6841351778,4.7533758142,0
500390,APMAN2,"Petit Mandon - moulès",43.6598238632,4.7616606367,0
500391,APMAND,"Petit Mandon - moulès",43.6603904098,4.7616599428,0
500392,APOME,"Pomérat",43.6689182619,4.6353352727,0
500393,APOME2,"Pomérat",43.6688400626,4.6356302018,0
500394,APOMM,"Mas de pomme",43.6448350776,4.6914400742,0
500395,APOMM2,"Mas de Pomme",43.6448282847,4.6917006064,0
500396,APORT,"Portagnel",43.6776295757,4.6335289707,0
500397,APORT2,"Portagnel",43.677746736,4.6335166525,0
500398,APREC,"Prêcheurs",43.6817018679,4.6056990409,0
500399,APREC2,"Prêcheurs",43.6815853265,4.6056820146,0
500401,APROV2,"Alyscamps",43.6730618187,4.6329323646,0
500712,APROV,"Alyscamps",43.6729854798,4.6331398984,0
500402,APSY,"Pointe de Sayard",43.6486782439,4.689625785,0
500403,APSY2,"Pointe de Sayard",43.6486478817,4.689471286,0
500404,APTAR1,"Petit d'Arbaud",43.6161354053,4.5714403478,0
500405,APTAR2,"Petit d'Arbaud",43.6161987427,4.5714211686,0
500406,APTM,"Petit Mandon - rte eyguières",43.6619452465,4.6699938355,0
500407,APVGO,"Pont Van Gogh",43.6580945371,4.6208116668,0
500408,APVGO2,"Pont Van Gogh",43.6580879026,4.6206999332,0
500409,ARAPR,"Avenue de Provence",43.6449010039,4.7231197418,0
500410,ARAV,"Ravel",43.6960850292,4.6352297372,0
500411,ARAV2,"Ravel",43.6960844506,4.6353629457,0
500714,ARCHA,"Chanoines",43.6442181425,4.7116487287,0
500415,AREAT,"Réattu",43.6787448403,4.6281595069,0
500416,AREVO,"Révolution",43.6749047182,4.6385676846,0
500417,AREVO2,"Révolution",43.6749037055,4.6385095699,0
500418,ARIB,"Ribot",43.6904596532,4.6418722991,0
500419,ARIB2,"Ribot",43.6904525492,4.6418363837,0
500420,ARIV,"Rives Altes",43.6859297758,4.7272676836,0
500715,ARN33,"RN33",43.6761377664,4.7215173316,0
500422,AROBE,"Robespierre",43.6810994359,4.6242899605,0
500423,AROBE2,"Robespierre",43.6812163293,4.6243434357,0
500716,AROD,"Rodin",43.6904464671,4.6394273547,0
500425,AROSX,"Roseaux",43.6683211376,4.6134843105,0
500426,AROSX2,"Roseaux",43.667884841,4.6129048195,0
500427,AROY,"Mas du Roy",43.6807341851,4.5087772118,0
500428,AROY2,"Mas du Roy",43.6807954447,4.5088050984,0
500429,ASABO,"Saboly",43.677279333,4.6391180524,0
500430,ASABO2,"Saboly",43.6770797242,4.6387259197,0
500431,ASAGN,"Sagne",43.6652980045,4.6362779211,0
500432,ASAGN2,"Sagne",43.6655406509,4.6362846043,0
500433,ASALA,"Saladelles",43.6817508332,4.6097960204,0
500434,ASALA2,"Saladelles",43.6818410697,4.6097810308,0
500435,ASALI,"Saliers",43.6634584704,4.4803108135,0
500436,ASALI2,"Saliers",43.6634503788,4.4803221213,0
500437,ASAUL,"Saulcy",43.6842776088,4.6196832841,0
500438,ASAUR,"Saurel",43.686973078,4.620001064,0
500439,ASAUR2,"Saurel",43.6869062012,4.6199209392,0
500440,ASAUT,"Sautet",43.6783570952,4.6391267091,0
500441,ASAUT2,"Sautet",43.6782898722,4.63869345,0
500442,ASAXY,"Saxy",43.6886461758,4.6362860839,0
500443,ASAXY2,"Saxy",43.6887900612,4.6362856896,0
500444,ASB,"Simon Bon",43.6842847677,4.7321731596,0
500445,ASEM,"Sémard",43.6838259667,4.6341835295,0
500446,ASEM2,"Sémard",43.6838416035,4.634029272,0
500447,ASER,"Serrailler",43.6845728801,4.7416416245,0
500448,ASEV,"Séverine",43.6878061497,4.6343438676,0
500449,ASEV2,"Séverine",43.6882897629,4.6343308221,0
500450,ASEVN,"Séverin",43.6787805792,4.5961821247,0
500451,ASEVN2,"Séverin",43.6787359786,4.5961648709,0
500452,ASG2,"Salin de Giraud Centre",43.4153875398,4.7333291477,0
500453,ASGC,"Salin de Giraud Camargue",43.4111044388,4.7277183043,0
500454,ASGC2,"Salin de Giraud Camargue",43.4109016741,4.7276890316,0
500455,ASGCT,"Salin de Giraud centre",43.4150478818,4.7327846057,0
500456,ASIGN,"Signoret",43.70232762,4.6414372003,0
500457,ASIGN2,"Signoret",43.7023757216,4.6412896293,0
500458,ASON,"Sonnailler",43.6733757281,4.6045982326,0
500459,ASON2,"Sonnailler",43.6734998399,4.6044684406,0
500460,ASOUC,"Mas Mon Souci",43.6661721731,4.725275368,0
500461,ASOUC2,"Mas de Mon Souci",43.6663236036,4.725391648,0
500462,ASOUL,"Souleïado",43.6931344438,4.6335856964,0
500463,ASOUL2,"Souleïado",43.6930963615,4.6333672852,0
500464,ASTAL,"Stalingrad",43.685107033,4.6339873084,0
500465,ASTAL2,"Stalingrad",43.6851830436,4.6339013077,0
500466,ASTAL3,"Stalingrad",43.6854731936,4.6337883064,0
500467,ASTAL4,"Stalingrad",43.6857132246,4.6339714533,0
500468,ASTCE,"Ste Cécile",43.615961539,4.5703351759,0
500469,ASTCE2,"Ste Cécile",43.61602185,4.5705169868,0
500470,ASTPI,"St Pierre",43.6819500736,4.6258976746,0
500471,ASTVI,"Saint Virgile",43.645884077,4.758611002,0
500717,ASTVI2,"Saint Virgile",43.6458743507,4.7585935621,0
500473,ATAPI,"La Tapie du Bouchet",43.5922231638,4.7605484136,0
500474,ATOUR,"Tour",43.6747086925,4.6201141281,0
500475,ATRNS,"Tournesol",43.6862813862,4.6110995578,0
500476,ATRU,"Truchet",43.6912818153,4.6387841375,0
500477,ATRU2,"Truchet",43.691230276,4.6386705235,0
500478,AVALL,"Vallès",43.675508914,4.6426077176,0
500479,AVALL2,"Vallès",43.6755009839,4.6425578402,0
500480,AVAUB,"Vauban",43.6752842876,4.6322304719,0
500481,AVBAU,"Vallée des Baux",43.6609463401,4.6323867327,0
500482,AVBAU2,"Vallée des Baux",43.6611236671,4.6325053418,0
500483,AVERR,"Verrerie",43.6813585592,4.6217061134,0
500484,AVERR2,"Verrerie",43.6813783569,4.6216201737,0
500718,AVERT,"Mas Vert",43.6865300459,4.5780910616,0
500719,AVERT2,"Mas vert",43.6864930157,4.5780880574,0
500487,AVIGU,"Vigueirat",43.665109573,4.6374757297,0
500488,AVIGU2,"Vigueirat",43.6650395818,4.6374899392,0
500489,AVIL,"Villeneuve",43.5737290238,4.6242243148,0
500490,AVIL2,"Villeneuve",43.573933316,4.6243430242,0
500491,AVISS,"Vissac",43.6663192397,4.6188245525,0
500492,AVISS2,"Vissac",43.665976784,4.6188604025,0
500493,AVIV,"Villevieille",43.6561500457,4.6648121031,0
500494,AVIV2,"Villevieille",43.65617606,4.6640205167,0
500495,AVBAS,"Victor Basch",43.6721304407,4.6272333646,0
500496,AVBAS2,"Victor Basch",43.6722284851,4.6272744665,0
500498,AVPR,"Vert pré",43.6435037918,4.723936618,0
500499,AVPR2,"Vert pré",43.6437841304,4.7240179968,0
500500,AVVI,"Vert village",43.6598376903,4.6554509734,0
500501,AVVI2,"Vert Village",43.6599759015,4.6552955733,0
500502,AWISB,"Wisbech",43.6741605054,4.6438540488,0
500503,AWISB2,"Wisbech",43.6740341948,4.6438737181,0
500504,AXVCO,"XVieme Corps",43.6805183388,4.609394559,0
500505,AYORK,"York",43.6695991327,4.6376242734,0
500506,AYORK2,"York",43.6695106029,4.6375587633,0
500509,AZISU1,"ZI Sud",43.663292184,4.6233034998,0
500510,BBREU,"Breuil",43.8518486711,4.6881966814,0
500511,BBREU2,"Breuil",43.8517774371,4.6882675264,0
